Timestamp,Mode,Oil_Temp_C,Vibration_g,Flow_Lmin,Ambient_Temp_C,Health_Index,ML_Vib_Status,ML_Temp_Status,ML_Failure_Risk
15-05-2026, 07:00:00 am,HARDWARE,9.6,0.726,0.32,34.0,70,NORMAL,NORMAL,NO
15-05-2026, 07:00:01 am,HARDWARE,17.6,1.764,0.62,34.0,70,NORMAL,FAILURE,YES
15-05-2026, 07:00:02 am,HARDWARE,23.6,2.344,0.77,34.0,70,NORMAL,FAILURE,YES
15-05-2026, 07:00:03 am,HARDWARE,23.8,4.457,0.82,34.0,35,NORMAL,FAILURE,YES
15-05-2026, 07:00:04 am,HARDWARE,23.9,6.072,0.82,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:05 am,HARDWARE,24.0,5.254,0.83,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:06 am,HARDWARE,24.1,5.531,0.82,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:07 am,HARDWARE,24.3,6.101,0.82,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:08 am,HARDWARE,24.4,6.098,0.87,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:09 am,HARDWARE,24.6,8.595,0.85,34.0,35,NORMAL,FAILURE,YES
15-05-2026, 07:00:10 am,HARDWARE,24.8,7.639,0.83,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:11 am,HARDWARE,24.9,7.387,0.85,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:12 am,HARDWARE,25.2,7.177,0.87,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:13 am,HARDWARE,25.3,8.893,0.92,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:14 am,HARDWARE,25.4,4.469,0.98,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:15 am,HARDWARE,25.5,5.79,1.01,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:16 am,HARDWARE,25.7,4.413,1.02,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:17 am,HARDWARE,25.8,9.718,1.02,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:18 am,HARDWARE,25.9,7.011,1.06,34.0,35,NORMAL,FAILURE,YES
15-05-2026, 07:00:19 am,HARDWARE,26.1,4.209,1.07,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:20 am,HARDWARE,26.1,9.882,1.08,34.0,35,NORMAL,NORMAL,NO
15-05-2026, 07:00:21 am,HARDWARE,26.2,3.553,1.08,34.0,51,NORMAL,NORMAL,NO
15-05-2026, 07:00:22 am,HARDWARE,26.3,4.948,1.05,34.0,35,NORMAL,NORMAL,NO
