Timestamp,Mode,Oil_Temp_C,Vibration_g,Flow_Lmin,Ambient_Temp_C,Health_Index,ML_Vib_Status,ML_Temp_Status,ML_Failure_Risk
16/5/2026, 2:13:56 am,SIMULATOR,42.48,3.12,3.93,25.26,61,NORMAL,NORMAL,NO
16/5/2026, 2:13:57 am,SIMULATOR,42.94,3.06,4.06,25.31,63,NORMAL,NORMAL,NO
16/5/2026, 2:13:58 am,SIMULATOR,43.31,2.92,4.07,25.36,65,NORMAL,NORMAL,NO
16/5/2026, 2:13:59 am,SIMULATOR,43.74,2.88,4.02,25.41,65,NORMAL,NORMAL,NO
16/5/2026, 2:14:00 am,SIMULATOR,44.13,2.84,4.08,25.46,65,NORMAL,NORMAL,NO
16/5/2026, 2:14:01 am,SIMULATOR,44.35,2.83,4.04,25.51,65,NORMAL,NORMAL,NO
16/5/2026, 2:14:02 am,SIMULATOR,44.52,2.91,3.95,25.56,65,NORMAL,NORMAL,NO
16/5/2026, 2:14:03 am,SIMULATOR,44.82,2.99,3.83,25.6,65,NORMAL,NORMAL,NO
16/5/2026, 2:14:04 am,SIMULATOR,45.02,3.1,3.75,25.65,62,NORMAL,NORMAL,NO
16/5/2026, 2:14:05 am,SIMULATOR,45.12,3.18,3.71,25.7,59,NORMAL,NORMAL,NO
16/5/2026, 2:14:06 am,SIMULATOR,45,3.24,3.61,25.75,57,NORMAL,NORMAL,NO
16/5/2026, 2:14:07 am,SIMULATOR,45.19,3.21,3.49,25.8,57,WARNING,WARNING,YES
16/5/2026, 2:14:08 am,SIMULATOR,45.11,3.19,3.39,25.85,55,WARNING,WARNING,YES
16/5/2026, 2:14:09 am,SIMULATOR,45.02,3.11,3.35,25.9,57,WARNING,WARNING,YES
16/5/2026, 2:14:10 am,SIMULATOR,44.71,3,3.2,25.95,56,WARNING,WARNING,YES
16/5/2026, 2:14:11 am,SIMULATOR,44.67,2.89,3.18,26,55,WARNING,WARNING,YES
16/5/2026, 2:14:12 am,SIMULATOR,44.34,2.86,3.13,26.05,54,WARNING,WARNING,YES
16/5/2026, 2:14:13 am,SIMULATOR,44.03,2.83,3.07,26.1,52,WARNING,WARNING,YES
16/5/2026, 2:14:14 am,SIMULATOR,43.85,2.85,3.09,26.15,53,WARNING,WARNING,YES
16/5/2026, 2:14:15 am,SIMULATOR,43.36,2.92,3.08,26.19,52,WARNING,WARNING,YES
16/5/2026, 2:14:16 am,SIMULATOR,43.13,3,3.12,26.24,54,WARNING,WARNING,YES
16/5/2026, 2:14:17 am,SIMULATOR,42.65,3.12,3.13,26.29,50,WARNING,WARNING,YES
16/5/2026, 2:14:18 am,SIMULATOR,42.22,3.2,3.14,26.34,47,WARNING,WARNING,YES
16/5/2026, 2:14:19 am,SIMULATOR,41.62,3.24,3.2,26.39,48,WARNING,WARNING,YES
16/5/2026, 2:14:20 am,SIMULATOR,41.31,3.19,3.31,26.44,53,WARNING,WARNING,YES
16/5/2026, 2:14:21 am,SIMULATOR,40.81,3.13,3.46,26.48,61,WARNING,WARNING,YES
16/5/2026, 2:14:22 am,SIMULATOR,40.14,3.06,3.54,26.53,69,WARNING,WARNING,YES
16/5/2026, 2:14:23 am,SIMULATOR,39.66,2.94,3.62,26.58,74,WARNING,WARNING,YES
16/5/2026, 2:14:24 am,SIMULATOR,39.23,2.87,3.76,26.63,77,WARNING,WARNING,YES
16/5/2026, 2:14:25 am,SIMULATOR,68.24,4.15,1.35,26.67,0,WARNING,WARNING,YES
16/5/2026, 2:14:26 am,SIMULATOR,70.58,4.06,1.22,26.72,0,WARNING,WARNING,YES
16/5/2026, 2:14:27 am,SIMULATOR,72.98,4.25,1.29,26.77,0,WARNING,WARNING,YES
16/5/2026, 2:14:28 am,SIMULATOR,72.53,4.26,1.29,26.81,0,WARNING,WARNING,YES
16/5/2026, 2:14:29 am,SIMULATOR,68.29,4.13,1.44,26.86,0,WARNING,WARNING,YES
16/5/2026, 2:14:30 am,SIMULATOR,68.92,4.26,1.28,26.91,0,WARNING,WARNING,YES
16/5/2026, 2:14:31 am,SIMULATOR,69.53,4.06,1.34,26.95,0,WARNING,WARNING,YES
16/5/2026, 2:14:32 am,SIMULATOR,72.65,4.28,1.41,27,0,WARNING,WARNING,YES
16/5/2026, 2:14:33 am,SIMULATOR,68.89,4.36,1.42,27.05,0,WARNING,WARNING,YES
16/5/2026, 2:14:34 am,SIMULATOR,69.79,4.03,1.46,27.09,0,WARNING,WARNING,YES
16/5/2026, 2:14:35 am,SIMULATOR,69.25,4.41,1.22,27.14,0,WARNING,WARNING,YES
16/5/2026, 2:14:36 am,SIMULATOR,35.18,2.92,3.71,27.18,100,WARNING,WARNING,YES
16/5/2026, 2:14:37 am,SIMULATOR,35.06,2.85,3.62,27.23,100,WARNING,WARNING,YES
16/5/2026, 2:14:38 am,SIMULATOR,35.17,2.85,3.59,27.27,100,WARNING,WARNING,YES
16/5/2026, 2:14:39 am,SIMULATOR,35.17,2.84,3.41,27.32,97,WARNING,WARNING,YES
16/5/2026, 2:14:40 am,SIMULATOR,35.2,2.91,3.35,27.36,96,WARNING,WARNING,YES
16/5/2026, 2:14:41 am,SIMULATOR,35.25,3.02,3.29,27.4,93,WARNING,WARNING,YES
16/5/2026, 2:14:42 am,SIMULATOR,35.53,3.12,3.18,27.45,86,WARNING,WARNING,YES
16/5/2026, 2:14:43 am,SIMULATOR,35.65,3.17,3.16,27.49,84,WARNING,WARNING,YES
16/5/2026, 2:14:44 am,SIMULATOR,35.98,3.2,3.07,27.53,80,WARNING,WARNING,YES
16/5/2026, 2:14:45 am,SIMULATOR,36.21,3.2,3.03,27.58,77,WARNING,WARNING,YES
16/5/2026, 2:14:46 am,SIMULATOR,36.7,3.16,3.02,27.62,75,WARNING,WARNING,YES
16/5/2026, 2:14:47 am,SIMULATOR,37.03,3.04,3.03,27.66,77,WARNING,WARNING,YES
16/5/2026, 2:14:48 am,SIMULATOR,37.41,2.95,3.13,27.7,79,WARNING,WARNING,YES
16/5/2026, 2:14:49 am,SIMULATOR,37.78,2.9,3.2,27.75,79,WARNING,WARNING,YES
16/5/2026, 2:14:50 am,SIMULATOR,38.23,2.84,3.26,27.79,77,WARNING,WARNING,YES
16/5/2026, 2:14:51 am,SIMULATOR,38.73,2.83,3.26,27.83,74,WARNING,WARNING,YES
16/5/2026, 2:14:52 am,SIMULATOR,39.28,2.89,3.34,27.87,72,WARNING,WARNING,YES
16/5/2026, 2:14:53 am,SIMULATOR,39.81,2.95,3.44,27.91,72,WARNING,WARNING,YES
16/5/2026, 2:14:54 am,SIMULATOR,40.29,3.06,3.55,27.95,68,WARNING,WARNING,YES
16/5/2026, 2:14:55 am,SIMULATOR,40.72,3.13,3.72,27.99,62,WARNING,WARNING,YES
16/5/2026, 2:14:56 am,SIMULATOR,41.23,3.21,3.74,28.03,58,WARNING,WARNING,YES
16/5/2026, 2:14:57 am,SIMULATOR,41.82,3.2,3.86,28.07,58,WARNING,WARNING,YES
16/5/2026, 2:14:58 am,SIMULATOR,42.29,3.2,3.95,28.11,58,WARNING,WARNING,YES
16/5/2026, 2:14:59 am,SIMULATOR,42.74,3.12,4.03,28.15,61,WARNING,WARNING,YES
16/5/2026, 2:15:00 am,SIMULATOR,42.99,3.02,4.04,28.19,64,WARNING,WARNING,YES
16/5/2026, 2:15:01 am,SIMULATOR,43.38,2.92,4.03,28.23,65,WARNING,WARNING,YES
16/5/2026, 2:15:02 am,SIMULATOR,43.8,2.88,4.01,28.27,65,WARNING,WARNING,YES
16/5/2026, 2:15:03 am,SIMULATOR,44.09,2.83,4.03,28.3,65,WARNING,WARNING,YES
16/5/2026, 2:15:04 am,SIMULATOR,44.35,2.85,3.95,28.34,65,WARNING,WARNING,YES
16/5/2026, 2:15:05 am,SIMULATOR,44.55,2.89,3.97,28.38,65,WARNING,WARNING,YES
16/5/2026, 2:15:06 am,SIMULATOR,44.9,2.99,3.9,28.41,65,WARNING,WARNING,YES
16/5/2026, 2:15:07 am,SIMULATOR,44.96,3.08,3.81,28.45,62,WARNING,WARNING,YES
16/5/2026, 2:15:08 am,SIMULATOR,44.99,3.2,3.66,28.49,58,WARNING,WARNING,YES
