Timestamp,Mode,Oil_Temp_C,Vibration_g,Flow_Lmin,Ambient_Temp_C,Health_Index,ML_Vib_Status,ML_Temp_Status,ML_Failure_Risk
14-05-2026, 09:30:00 am,HARDWARE,9.3,0.873,0.41,33.8,70,NORMAL,FAILURE,YES
14-05-2026, 09:30:01 am,HARDWARE,16.4,1.477,0.61,33.8,70,NORMAL,NORMAL,NO
14-05-2026, 09:30:02 am,HARDWARE,21.6,2.482,0.93,33.8,70,NORMAL,FAILURE,YES
14-05-2026, 09:30:03 am,HARDWARE,25.2,2.856,1.09,33.8,70,NORMAL,FAILURE,YES
14-05-2026, 09:30:04 am,HARDWARE,27.6,3.759,1.39,33.8,43,NORMAL,NORMAL,NO
14-05-2026, 09:30:05 am,HARDWARE,29.1,4.263,1.43,33.8,35,NORMAL,FAILURE,YES
14-05-2026, 09:30:06 am,HARDWARE,29.9,4.089,1.68,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:07 am,HARDWARE,30.0,4.883,1.72,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:08 am,HARDWARE,29.9,3.928,1.69,33.8,38,NORMAL,NORMAL,NO
14-05-2026, 09:30:09 am,HARDWARE,30.0,2.311,1.71,33.8,70,NORMAL,NORMAL,NO
14-05-2026, 09:30:10 am,HARDWARE,30.0,5.279,1.7,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:11 am,HARDWARE,30.0,5.048,1.77,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:12 am,HARDWARE,30.0,8.678,1.8,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:13 am,HARDWARE,30.0,2.961,1.78,33.8,70,NORMAL,NORMAL,NO
14-05-2026, 09:30:14 am,HARDWARE,30.0,6.17,1.8,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:15 am,HARDWARE,30.0,4.09,1.79,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:16 am,HARDWARE,30.0,6.22,1.78,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:17 am,HARDWARE,30.1,3.902,1.76,33.8,38,NORMAL,NORMAL,NO
14-05-2026, 09:30:18 am,HARDWARE,30.2,8.355,1.81,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:19 am,HARDWARE,30.1,5.637,1.81,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:20 am,HARDWARE,30.1,4.71,1.82,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:21 am,HARDWARE,30.0,4.812,1.83,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:22 am,HARDWARE,30.0,4.689,1.84,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:23 am,HARDWARE,30.1,5.691,1.88,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:24 am,HARDWARE,30.2,4.65,1.88,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:25 am,HARDWARE,30.1,1.936,1.83,33.8,70,NORMAL,NORMAL,NO
14-05-2026, 09:30:26 am,HARDWARE,30.1,3.408,1.86,33.8,56,NORMAL,NORMAL,NO
14-05-2026, 09:30:27 am,HARDWARE,30.2,5.897,1.87,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:28 am,HARDWARE,30.2,6.181,1.88,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:29 am,HARDWARE,30.2,3.34,1.88,33.8,58,NORMAL,NORMAL,NO
14-05-2026, 09:30:30 am,HARDWARE,30.1,3.755,1.89,33.8,44,NORMAL,NORMAL,NO
14-05-2026, 09:30:31 am,HARDWARE,30.2,5.95,1.89,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:32 am,HARDWARE,30.1,5.827,1.88,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:33 am,HARDWARE,30.2,2.013,1.89,33.8,70,NORMAL,NORMAL,NO
14-05-2026, 09:30:34 am,HARDWARE,30.3,4.271,1.87,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:35 am,HARDWARE,30.3,6.633,1.89,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:36 am,HARDWARE,30.2,8.367,1.87,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:37 am,HARDWARE,30.3,4.471,1.84,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:38 am,HARDWARE,30.3,6.998,1.85,33.9,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:39 am,HARDWARE,30.4,7.554,1.87,33.9,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:40 am,HARDWARE,30.4,2.05,1.91,33.8,70,NORMAL,NORMAL,NO
14-05-2026, 09:30:41 am,HARDWARE,30.4,4.289,1.88,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:42 am,HARDWARE,30.4,5.465,1.9,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:43 am,HARDWARE,30.4,8.047,1.91,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:44 am,HARDWARE,30.4,6.674,1.93,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:45 am,HARDWARE,30.4,4.095,1.93,33.9,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:46 am,HARDWARE,30.4,1.654,1.91,33.9,70,NORMAL,NORMAL,NO
14-05-2026, 09:30:47 am,HARDWARE,30.5,5.508,1.89,33.9,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:48 am,HARDWARE,30.5,6.837,1.87,33.9,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:49 am,HARDWARE,30.6,5.815,1.86,33.9,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:50 am,HARDWARE,30.6,2.945,1.88,33.9,70,NORMAL,NORMAL,NO
14-05-2026, 09:30:51 am,HARDWARE,30.6,5.845,1.89,33.9,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:52 am,HARDWARE,30.7,2.813,1.95,33.9,70,NORMAL,NORMAL,NO
14-05-2026, 09:30:53 am,HARDWARE,30.7,4.725,1.92,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:54 am,HARDWARE,30.7,6.733,1.92,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:55 am,HARDWARE,30.7,7.304,1.98,33.9,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:56 am,HARDWARE,30.7,5.57,2.0,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:57 am,HARDWARE,30.7,6.806,2.07,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:58 am,HARDWARE,30.7,4.592,2.04,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:30:59 am,HARDWARE,30.8,2.864,2.04,33.8,70,NORMAL,NORMAL,NO
14-05-2026, 09:31:00 am,HARDWARE,30.7,5.392,2.08,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:31:01 am,HARDWARE,30.7,5.993,2.05,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:31:02 am,HARDWARE,30.8,7.399,2.06,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:31:03 am,HARDWARE,30.7,5.462,2.04,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:31:04 am,HARDWARE,30.8,5.08,2.03,33.8,35,NORMAL,NORMAL,NO
14-05-2026, 09:31:05 am,HARDWARE,30.8,4.817,1.99,33.8,35,NORMAL,NORMAL,NO
